cell_AcrAB-TolC,cell_antibiotic,cell_AcrAB-TolC_RNA,cell_porin,environment_antibiotic,global_volume,global_growth_rate,global_dead,global_mass,cell_counts_AcrAB-TolC,cell_counts_antibiotic,cell_counts_AcrAB-TolC_RNA,cell_counts_porin,time
0.8992534946632317,0.11267096682247138,0.001,1.0,0.9999999999812491,2.361825597634165,0.0002887696232572071,0.0,2598.0081573975813,1278661.0,160208.0,1421.0,1421913.0,2295.0
0.8993542411685684,0.1127050330106899,0.001,1.0,0.9999999999812411,2.3625078181267476,0.0002887696232572476,0.0,2598.7585999394223,1279173.0,160303.0,1422.0,1422324.0,2296.0
0.8994548869273998,0.11273908877506761,0.001,1.0,0.9999999999812331,2.3631902356807903,0.0002887696232573161,0.0,2599.5092592488695,1279686.0,160397.0,1422.0,1422735.0,2297.0
0.8995554320404724,0.11277313412007672,0.001,1.0,0.9999999999812251,2.363872850353215,0.00028876962325727963,0.0,2600.2601353885366,1280199.0,160492.0,1423.0,1423146.0,2298.0
0.8996558766084319,0.11280716905018805,0.001,1.0,0.9999999999812171,2.3645556622009596,0.00028876962325717815,0.0,2601.0112284210554,1280711.0,160587.0,1423.0,1423557.0,2299.0
0.8997562207318235,0.11284119356987088,0.001,1.0,0.9999999999812091,2.3652386712809785,0.00028876962325722423,0.0,2601.7625384090766,1281224.0,160682.0,1423.0,1423968.0,2300.0
0.8998564645110917,0.11287520768359306,0.001,1.0,0.9999999999812011,2.3659218776502438,0.0002887696232572789,0.0,2602.5140654152683,1281737.0,160777.0,1424.0,1424380.0,2301.0
0.8999566080465806,0.11290921139582098,0.001,1.0,0.999999999981193,2.3666052813657426,0.00028876962325720125,0.0,2603.2658095023166,1282250.0,160872.0,1424.0,1424791.0,2302.0
0.9000566514385341,0.11294320471101953,0.001,1.0,0.9999999999811849,2.367288882484478,0.0002887696232571978,0.0,2604.0177707329262,1282763.0,160966.0,1425.0,1425203.0,2303.0
0.9001565947870955,0.11297718763365214,0.001,1.0,0.9999999999811768,2.3679726810634727,0.0002887696232572982,0.0,2604.76994916982,1283276.0,161061.0,1425.0,1425614.0,2304.0
0.9002564381923084,0.11301116016818076,0.001,1.0,0.9999999999811687,2.3686566771597617,0.0002887696232571811,0.0,2605.522344875738,1283789.0,161156.0,1426.0,1426026.0,2305.0
0.900356181754116,0.11304512231906587,0.001,1.0,0.9999999999811606,2.369340870830399,0.0002887696232572213,0.0,2606.2749579134393,1284302.0,161251.0,1426.0,1426438.0,2306.0
0.9004558255723619,0.11307907409076647,0.001,1.0,0.9999999999811525,2.3700252621324553,0.0002887696232572681,0.0,2607.027788345701,1284815.0,161346.0,1426.0,1426850.0,2307.0
0.9005553697467895,0.11311301548774007,0.001,1.0,0.9999999999811444,2.3707098511230162,0.00028876962325716867,0.0,2607.780836235318,1285328.0,161441.0,1427.0,1427262.0,2308.0
0.9006548143770428,0.11314694651444272,0.001,1.0,0.9999999999811363,2.3713946378591855,0.0002887696232572915,0.0,2608.534101645104,1285842.0,161537.0,1427.0,1427674.0,2309.0
0.9007541595626657,0.11318086717532896,0.001,1.0,0.9999999999811282,2.3720796223980813,0.00028876962325730555,0.0,2609.2875846378897,1286355.0,161632.0,1428.0,1428087.0,2310.0
0.900853405403103,0.11321477747485187,0.001,1.0,0.9999999999811201,2.372764804796841,0.00028876962325722656,0.0,2610.041285276525,1286868.0,161727.0,1428.0,1428499.0,2311.0
0.9009525519976999,0.11324867741746303,0.001,1.0,0.999999999981112,2.3734501851126155,0.00028876962325724245,0.0,2610.795203623877,1287382.0,161822.0,1428.0,1428912.0,2312.0
0.9010515994457021,0.11328256700761252,0.001,1.0,0.9999999999811039,2.374135763402575,0.0002887696232571906,0.0,2611.549339742832,1287895.0,161917.0,1429.0,1429325.0,2313.0
0.9011505478462564,0.11331644624974897,0.001,1.0,0.9999999999810958,2.374821539723904,0.0002887696232572548,0.0,2612.3036936962944,1288409.0,162012.0,1429.0,1429737.0,2314.0
0.9012493972984101,0.11335031514831947,0.001,1.0,0.9999999999810877,2.375507514133805,0.0002887696232572685,0.0,2613.058265547186,1288922.0,162108.0,1430.0,1430150.0,2315.0
0.9013481479011117,0.11338417370776965,0.001,1.0,0.9999999999810796,2.3761936866894966,0.0002887696232572374,0.0,2613.8130553584465,1289436.0,162203.0,1430.0,1430564.0,2316.0
0.9014467997532106,0.11341802193254363,0.001,1.0,0.9999999999810715,2.3768800574482136,0.0002887696232571651,0.0,2614.568063193035,1289949.0,162298.0,1430.0,1430977.0,2317.0
0.9015453529534574,0.11345185982708404,0.001,1.0,0.9999999999810635,2.3775666264672073,0.00028876962325722705,0.0,2615.3232891139282,1290463.0,162393.0,1431.0,1431390.0,2318.0
0.9016438076005039,0.11348568739583201,0.001,1.0,0.9999999999810555,2.3782533938037465,0.00028876962325724895,0.0,2616.078733184121,1290977.0,162489.0,1431.0,1431804.0,2319.0
0.9017421637929034,0.11351950464322717,0.001,1.0,0.9999999999810475,2.378940359515115,0.00028876962325722835,0.0,2616.8343954666266,1291491.0,162584.0,1432.0,1432217.0,2320.0
0.9018404216291105,0.11355331157370767,0.001,1.0,0.9999999999810395,2.3796275236586144,0.00028876962325716086,0.0,2617.5902760244758,1292004.0,162680.0,1432.0,1432631.0,2321.0
0.9019385812074814,0.11358710819171011,0.001,1.0,0.9999999999810315,2.380314886291562,0.00028876962325721377,0.0,2618.3463749207185,1292518.0,162775.0,1433.0,1433045.0,2322.0
0.9020366426262739,0.11362089450166964,0.001,1.0,0.9999999999810235,2.381002447471293,0.0002887696232572049,0.0,2619.1026922184224,1293032.0,162870.0,1433.0,1433459.0,2323.0
0.9021346059836477,0.11365467050801986,0.001,1.0,0.9999999999810155,2.381690207255158,0.0002887696232572973,0.0,2619.8592279806735,1293546.0,162966.0,1433.0,1433873.0,2324.0
0.902232471377664,0.1136884362151929,0.001,1.0,0.9999999999810075,2.3823781657005236,0.000288769623257305,0.0,2620.615982270576,1294060.0,163061.0,1434.0,1434287.0,2325.0
0.9023302389062864,0.11372219162761935,0.001,1.0,0.9999999999809995,2.383066322864774,0.00028876962325721366,0.0,2621.3729551512515,1294574.0,163157.0,1434.0,1434701.0,2326.0
0.9024279086673801,0.11375593674972831,0.001,1.0,0.9999999999809915,2.3837546788053103,0.0002887696232571802,0.0,2622.1301466858413,1295088.0,163252.0,1435.0,1435116.0,2327.0
0.9025254807587128,0.11378967158594736,0.001,1.0,0.9999999999809835,2.384443233579549,0.0002887696232571862,0.0,2622.887556937504,1295602.0,163348.0,1435.0,1435530.0,2328.0
0.902622955277954,0.11382339614070257,0.001,1.0,0.9999999999809756,2.385131987244925,0.000288769623257211,0.0,2623.645185969417,1296117.0,163444.0,1435.0,1435945.0,2329.0
0.902720332322676,0.1138571104184185,0.001,1.0,0.9999999999809676,2.385820939858887,0.00028876962325723225,0.0,2624.4030338447756,1296631.0,163539.0,1436.0,1436360.0,2330.0
0.9028176119903534,0.11389081442351819,0.001,1.0,0.9999999999809596,2.3865100914789026,0.00028876962325722537,0.0,2625.161100626793,1297145.0,163635.0,1436.0,1436774.0,2331.0
0.902914794378363,0.11392450816042315,0.001,1.0,0.9999999999809516,2.387199442162456,0.000288769623257164,0.0,2625.9193863787013,1297660.0,163731.0,1437.0,1437189.0,2332.0
0.9030118795839847,0.11395819163355339,0.001,1.0,0.9999999999809436,2.387888991967046,0.00028876962325719274,0.0,2626.6778911637507,1298174.0,163826.0,1437.0,1437605.0,2333.0
0.9031088677044007,0.11399186484732739,0.001,1.0,0.9999999999809356,2.388578740950191,0.00028876962325728104,0.0,2627.4366150452097,1298688.0,163922.0,1438.0,1438020.0,2334.0
0.9032057588366963,0.11402552780616211,0.001,1.0,0.9999999999809276,2.3892686891694224,0.00028876962325722336,0.0,2628.1955580863646,1299203.0,164018.0,1438.0,1438435.0,2335.0
0.9033025530778596,0.11405918051447299,0.001,1.0,0.9999999999809196,2.389958836682291,0.00028876962325715837,0.0,2628.9547203505203,1299717.0,164114.0,1438.0,1438851.0,2336.0
0.9033992505247816,0.11409282297667393,0.001,1.0,0.9999999999809116,2.390649183546364,0.0002887696232572224,0.0,2629.7141019010005,1300232.0,164210.0,1439.0,1439266.0,2337.0
0.9034958512742569,0.11412645519717733,0.001,1.0,0.9999999999809036,2.391339729819224,0.00028876962325720407,0.0,2630.4737028011464,1300747.0,164305.0,1439.0,1439682.0,2338.0
0.9035923554229827,0.11416007718039405,0.001,1.0,0.9999999999808956,2.392030475558471,0.00028876962325723583,0.0,2631.233523114318,1301261.0,164401.0,1440.0,1440098.0,2339.0
0.9036887630675596,0.1141936889307334,0.001,1.0,0.9999999999808875,2.392721420821721,0.0002887696232572751,0.0,2631.9935629038932,1301776.0,164497.0,1440.0,1440514.0,2340.0
0.9037850743044921,0.11422729045260317,0.001,1.0,0.9999999999808794,2.393412565666608,0.0002887696232572774,0.0,2632.7538222332687,1302291.0,164593.0,1440.0,1440930.0,2341.0
0.9038812892301876,0.11426088175040965,0.001,1.0,0.9999999999808713,2.394103910150781,0.00028876962325719637,0.0,2633.514301165859,1302806.0,164689.0,1441.0,1441346.0,2342.0
0.9039774079409575,0.11429446282855756,0.001,1.0,0.9999999999808632,2.394795454331906,0.0002887696232571562,0.0,2634.2749997650967,1303321.0,164785.0,1441.0,1441763.0,2343.0
0.9040734305330166,0.11432803369145009,0.001,1.0,0.9999999999808551,2.3954871982676673,0.00028876962325727904,0.0,2635.0359180944342,1303836.0,164881.0,1442.0,1442179.0,2344.0
0.9041693571024836,0.1143615943434889,0.001,1.0,0.999999999980847,2.396179142015764,0.0002887696232571672,0.0,2635.7970562173405,1304351.0,164977.0,1442.0,1442596.0,2345.0
0.9042651877453811,0.11439514478907413,0.001,1.0,0.9999999999808389,2.396871285633913,0.00028876962325728386,0.0,2636.558414197304,1304866.0,165073.0,1443.0,1443012.0,2346.0
0.9043609225576358,0.11442868503260434,0.001,1.0,0.9999999999808308,2.3975636291798463,0.0002887696232572276,0.0,2637.319992097831,1305381.0,165169.0,1443.0,1443429.0,2347.0
0.9044565616350781,0.11446221507847658,0.001,1.0,0.9999999999808227,2.3982561727113145,0.00028876962325728484,0.0,2638.081789982446,1305896.0,165265.0,1443.0,1443846.0,2348.0
0.9045521050734431,0.11449573493108635,0.001,1.0,0.9999999999808146,2.3989489162860838,0.00028876962325722277,0.0,2638.843807914692,1306411.0,165362.0,1444.0,1444263.0,2349.0
0.9046475529683696,0.1145292445948276,0.001,1.0,0.9999999999808065,2.399641859961937,0.0002887696232571515,0.0,2639.606045958131,1306926.0,165458.0,1444.0,1444680.0,2350.0
0.9047429054154013,0.11456274407409275,0.001,1.0,0.9999999999807984,2.4003350037966746,0.00028876962325717864,0.0,2640.368504176342,1307442.0,165554.0,1445.0,1445098.0,2351.0
0.9048381625099858,0.11459623337327267,0.001,1.0,0.9999999999807903,2.4010283478481127,0.0002887696232572379,0.0,2641.131182632924,1307957.0,165650.0,1445.0,1445515.0,2352.0
0.9049333243474759,0.11462971249675666,0.001,1.0,0.9999999999807822,2.401721892174084,0.00028876962325726077,0.0,2641.894081391493,1308473.0,165746.0,1445.0,1445933.0,2353.0
0.9050283910231284,0.1146631814489325,0.001,1.0,0.999999999980774,2.4024156368324396,0.000288769623257177,0.0,2642.6572005156836,1308988.0,165843.0,1446.0,1446350.0,2354.0
